OrderID,ProductID,Quantity,UnitCost,UnitPrice,TotalCost,TotalPrice
297,888,7,15.17,15.99,106.19,111.93
1942,959,3,22.61,27.99,67.83,83.97
2375,459,9,35.77,68.99,321.93,620.91
2022,204,14,85.12,127,1191.68,1778
538,614,3,18.47,26.99,55.41,80.97
2615,135,7,93.07,263.86,651.49,1847.02
2299,341,13,50.09,67.99,651.17,883.87
678,49,1,22.12,36.99,22.12,36.99
511,852,13,76.22,82.99,990.86,1078.87
2460,771,5,37.48,69,187.4,345
1374,536,12,77.63,147.13,931.56,1765.56
2326,737,12,90.12,205.99,1081.44,2471.88
2160,809,3,23.99,36.99,71.97,110.97
1013,850,13,18.18,24.99,236.34,324.87
604,567,6,28.52,34.99,171.12,209.94
300,636,7,62.54,123.99,437.78,867.93
753,749,1,83.64,100.99,83.64,100.99
247,320,3,62.57,70,187.71,210
1289,430,9,14.53,19.99,130.77,179.91
2041,56,9,9.46,9.99,85.14,89.91
1224,694,13,41.37,70.2,537.81,912.6
2121,821,14,19.88,36.94,278.32,517.16
1603,898,5,37.52,66.99,187.6,334.95
852,777,9,36.96,38.99,332.64,350.91
215,960,4,88.13,90.99,352.52,363.96
1164,178,4,20.42,31.99,81.68,127.96
2082,866,1,35.23,68.99,35.23,68.99
840,674,12,36.44,62,437.28,744
2613,963,14,43.81,100.32,613.34,1404.48
336,666,9,51.19,60.99,460.71,548.91
182,364,8,43.03,62,344.24,496
2339,306,12,41.24,45.99,494.88,551.88
43,998,12,99.07,114.99,1188.84,1379.88
2225,734,4,74.8,130.99,299.2,523.96
293,580,7,91.03,176.99,637.21,1238.93
2557,225,9,69.01,82.99,621.09,746.91
386,603,5,62.72,111.99,313.6,559.95
1162,526,6,7.39,10,44.34,60
1798,740,13,30.15,67.75,391.95,880.75
2718,829,4,11.05,13.99,44.2,55.96
1069,35,4,84.18,160.47,336.72,641.88
1467,438,1,36.98,43.99,36.98,43.99
2524,623,12,53.97,66.99,647.64,803.88
2824,731,8,48.16,55.99,385.28,447.92
2534,729,13,47.9,92,622.7,1196
505,138,4,51.4,71,205.6,284
589,277,14,24.54,59.26,343.56,829.64
2759,234,4,74.81,98.79,299.24,395.16
2635,857,8,20.67,30.58,165.36,244.64
2635,456,9,39.32,74.36,353.88,669.24
684,557,12,14.38,22,172.56,264
939,207,4,52.9,101.99,211.6,407.96
2344,485,1,90.34,113,90.34,113
2981,30,13,47.43,80.24,616.59,1043.12
2710,855,7,52.47,53,367.29,371
2110,43,6,62.99,70,377.94,420
2429,764,9,53.85,56.99,484.65,512.91
1926,753,7,2.7,3.99,18.9,27.93
1211,677,4,49.75,96.91,199,387.64
2303,909,8,13.93,20.99,111.44,167.92
85,72,7,13.89,15.99,97.23,111.93
2423,336,10,11.43,12.99,114.3,129.9
1763,204,11,85.12,127,936.32,1397
640,875,9,53.31,76.99,479.79,692.91
1571,305,1,43.56,48,43.56,48
2487,961,4,15.83,28.99,63.32,115.96
1865,416,11,40.4,60.35,444.4,663.85
1622,424,9,66.67,97.99,600.03,881.91
1763,783,3,18.24,23.99,54.72,71.97
1010,235,1,31.64,47.99,31.64,47.99
509,694,1,41.37,64,41.37,64
924,654,13,17.17,25.63,223.21,333.19
1661,257,13,84.61,138.99,1099.93,1806.87
2354,220,13,11.04,26.55,143.52,345.15
1121,377,14,52.17,90.94,730.38,1273.16
330,559,8,94.09,166.99,752.72,1335.92
1232,901,10,52.35,101.99,523.5,1019.9
1874,739,9,28.3,47,254.7,423
1138,808,10,88.45,134.99,884.5,1349.9
1069,299,14,26.47,29,370.58,406
261,771,13,37.48,69,487.24,897
34,579,11,43.56,79.99,479.16,879.89
657,438,6,36.98,56.2,221.88,337.2
385,262,11,4.54,6.99,49.94,76.89
2752,32,8,53.13,96,425.04,768
2277,224,2,86.65,117.99,173.3,235.98
2961,992,8,30.44,72.38,243.52,579.04
2582,384,12,75.09,120.99,901.08,1451.88
521,575,1,77.02,109.99,77.02,109.99
286,422,5,38.48,73,192.4,365
675,382,11,77.83,121.99,856.13,1341.89
86,356,13,52.21,63.99,678.73,831.87
902,882,8,83.86,157.99,670.88,1263.92
2819,857,14,20.67,22,289.38,308
172,109,6,14.77,29.67,88.62,178.02
698,581,3,5.35,9,16.05,27
100,470,11,21.86,32,240.46,352
165,305,8,43.56,48,348.48,384
1331,85,14,41.53,61.99,581.42,867.86
2170,151,13,66.9,127,869.7,1651
2810,929,7,5.05,6,35.35,42
2627,844,3,97.96,173.99,293.88,521.97
2521,429,3,33.34,64.99,100.02,194.97
150,731,7,48.16,55.99,337.12,391.93
1773,509,3,67.59,108.99,202.77,326.97
1194,689,4,72.22,83.99,288.88,335.96
2534,335,4,5.3,6,21.2,24
1884,878,1,62.25,87.99,62.25,87.99
2935,281,6,76.58,225.01,459.48,1350.06
2522,784,5,91.51,147.99,457.55,739.95
1833,276,14,85.11,168,1191.54,2352
971,621,14,72.01,186.91,1008.14,2616.74
1140,384,8,75.09,120.99,600.72,967.92
2421,838,10,17.89,29.99,178.9,299.9
1903,296,6,62.27,148.74,373.62,892.44
2191,643,14,51.29,86.99,718.06,1217.86
2037,887,11,64.74,113,712.14,1243
2127,670,3,13.38,24,40.14,72
551,176,14,86.21,234.69,1206.94,3285.66
1806,125,8,48.52,120.9,388.16,967.2
2776,315,2,9.2,13,18.4,26
1118,56,8,9.46,9.99,75.68,79.92
1415,85,12,41.53,61.99,498.36,743.88
533,3,13,38.23,103.19,496.99,1341.47
630,819,5,92.5,104,462.5,520
1595,570,9,60.01,109.99,540.09,989.91
2093,356,7,52.21,63.99,365.47,447.93
403,480,4,91.26,180,365.04,720
1560,879,10,48.58,84.99,485.8,849.9
2046,832,11,94.31,186.08,1037.41,2046.88
967,457,14,36.12,44,505.68,616
181,805,7,68.68,77,480.76,539
2423,256,12,80.91,152,970.92,1824
242,600,3,66.15,123.99,198.45,371.97
2728,224,7,86.65,117.99,606.55,825.93
1358,499,2,50.08,75.99,100.16,151.98
2323,506,3,72.39,111.99,217.17,335.97
676,911,12,11.18,18.99,134.16,227.88
1857,129,4,8.03,16.82,32.12,67.28
2940,36,11,35.14,58.99,386.54,648.89
1479,94,1,56.65,69.6,56.65,69.6
653,893,13,69.14,95.99,898.82,1247.87
1216,276,4,85.11,168,340.44,672
2690,662,2,45.94,60,91.88,120
760,171,9,3.59,5.99,32.31,53.91
972,862,12,35.63,65.94,427.56,791.28
2271,379,2,36.02,69.99,72.04,139.98
665,577,4,17.94,23.99,71.76,95.96
2285,275,5,22.67,32.99,113.35,164.95
4,336,14,11.43,12.99,160.02,181.86
1780,652,9,80.16,144.99,721.44,1304.91
1365,634,3,56.95,65.99,170.85,197.97
1789,888,8,15.17,15.99,121.36,127.92
745,824,5,5.04,5.99,25.2,29.95
623,574,5,45.76,60.99,228.8,304.95
2668,15,4,67.15,164.83,268.6,659.32
1760,821,11,19.88,46.4,218.68,510.4
856,487,5,9.97,15.99,49.85,79.95
2296,614,10,18.47,26.99,184.7,269.9
2874,963,2,43.81,78.99,87.62,157.98
2401,532,4,32.28,44.99,129.12,179.96
2057,450,6,62.76,82.99,376.56,497.94
2700,330,9,16.37,23.99,147.33,215.91
1703,355,2,80.93,147,161.86,294
2249,91,8,39.94,47,319.52,376
817,599,14,8.64,16,120.96,224
1237,547,8,85.37,112.99,682.96,903.92
2248,584,14,86.93,132.99,1217.02,1861.86
2405,527,5,95.4,277.79,477,1388.95
2459,904,5,81.98,155.99,409.9,779.95
162,212,14,43.9,49.99,614.6,699.86
993,667,10,55.17,82.99,551.7,829.9
967,782,14,34.41,51.99,481.74,727.86
1418,663,8,26.49,45.99,211.92,367.92
549,972,6,9.5,18.66,57,111.96
953,716,8,80.25,98.99,642,791.92
1142,240,5,26.56,51,132.8,255
2087,463,8,86.52,171.99,692.16,1375.92
1550,947,12,86.75,149.84,1041,1798.08
1489,339,3,17.13,45.44,51.39,136.32
14,781,8,77.4,92,619.2,736
607,339,3,17.13,28.46,51.39,85.38
626,324,11,99.18,145,1090.98,1595
2558,511,4,67.13,116.64,268.52,466.56
445,385,9,25.63,48,230.67,432
2032,16,2,80.79,107.99,161.58,215.98
2640,140,10,24.29,31,242.9,310
2320,576,10,15.17,28.99,151.7,289.9
763,740,13,30.15,107.7,391.95,1400.1
2758,388,7,36.96,61.99,258.72,433.93
873,310,12,88.73,113.99,1064.76,1367.88
2923,417,1,37.42,105.47,37.42,105.47
438,96,14,53.88,123.38,754.32,1727.32
1621,717,7,94.39,96,660.73,672
269,248,13,12.22,23.62,158.86,307.06
877,711,5,31.94,90.32,159.7,451.6
1064,111,4,2.3,2.99,9.2,11.96
1593,939,5,35.63,67.03,178.15,335.15
1688,769,5,10.46,10.99,52.3,54.95
1598,621,3,72.01,127,216.03,381
2538,408,13,99.2,168.99,1289.6,2196.87
1365,658,3,18.2,43.5,54.6,130.5
1863,343,12,53.97,68,647.64,816
2383,334,6,16.42,37.89,98.52,227.34
481,831,12,20.86,32.99,250.32,395.88
1659,130,4,34.95,65,139.8,260
1114,244,13,64.41,91.99,837.33,1195.87
2582,274,2,99.05,161.98,198.1,323.96
1543,541,7,26.12,31.99,182.84,223.93
2616,842,7,70.3,133,492.1,931
2011,462,11,84.63,136.99,930.93,1506.89
1291,54,3,5.02,6.99,15.06,20.97
111,225,14,69.01,84.31,966.14,1180.34
2465,911,4,11.18,18.99,44.72,75.96
1292,324,12,99.18,145,1190.16,1740
1249,809,7,23.99,36.99,167.93,258.93
2617,54,8,5.02,6.99,40.16,55.92
2938,901,4,52.35,180.47,209.4,721.88
305,260,1,99.74,100.99,99.74,100.99
2474,700,7,60.4,146.06,422.8,1022.42
1718,704,5,53.32,58.99,266.6,294.95
2908,818,9,9.68,16,87.12,144
1596,368,12,45.99,60.99,551.88,731.88
253,800,2,99.95,175,199.9,350
2885,909,14,13.93,20.99,195.02,293.86
2651,690,2,57.48,87,114.96,174
1958,237,3,45.34,47.99,136.02,143.97
1046,16,7,80.79,107.99,565.53,755.93
258,55,1,69.62,124.99,69.62,124.99
1788,322,5,53.38,171.94,266.9,859.7
2259,761,11,38.86,61.99,427.46,681.89
296,190,7,30.44,44.99,213.08,314.93
1922,136,5,34.28,56,171.4,280
2551,448,1,72.88,154.76,72.88,154.76
2827,332,11,26.33,47,289.63,517
1790,929,2,5.05,11.1,10.1,22.2
224,896,14,62.69,80,877.66,1120
2621,275,4,22.67,32.99,90.68,131.96
1,771,9,37.48,69,337.32,621
1066,759,4,85.09,135.99,340.36,543.96
1768,600,2,66.15,123.99,132.3,247.98
2485,386,7,3.8,5,26.6,35
337,439,5,65.05,88,325.25,440
1193,663,7,26.49,85.25,185.43,596.75
998,654,6,17.17,21.99,103.02,131.94
186,921,9,87.12,91,784.08,819
2756,371,2,48.57,110.84,97.14,221.68
566,659,8,82.49,209.07,659.92,1672.56
1187,299,3,26.47,29,79.41,87
15,931,8,43.43,116.96,347.44,935.68
1748,801,9,33.43,48.99,300.87,440.91
630,90,9,32.34,43,291.06,387
2314,87,7,79.75,87.99,558.25,615.93
2227,798,12,38.72,41.99,464.64,503.88
595,518,2,96.83,97.99,193.66,195.98
403,819,9,92.5,104,832.5,936
2209,585,7,7.23,7.99,50.61,55.93
820,423,7,53.18,99.99,372.26,699.93
2577,693,12,73.25,116.99,879,1403.88
1542,557,2,14.38,22,28.76,44
503,658,6,18.2,41.01,109.2,246.06
358,217,6,74.07,130,444.42,780
2155,616,14,24.14,46.99,337.96,657.86
261,190,13,30.44,88.74,395.72,1153.62
1050,31,12,30.06,51.99,360.72,623.88
300,861,12,21.28,27.99,255.36,335.88
1981,39,14,65.83,114.74,921.62,1606.36
679,687,9,2.51,4,22.59,36
2716,412,8,30.09,42.99,240.72,343.92
2081,969,1,75.43,81.99,75.43,81.99
2100,226,12,69.33,180.85,831.96,2170.2
609,535,1,27.49,32.99,27.49,32.99
1554,220,1,11.04,18,11.04,18
998,197,13,82.5,148,1072.5,1924
1614,537,4,20.32,51.5,81.28,206
550,184,2,72.63,73.99,145.26,147.98
1977,162,9,62.47,120.99,562.23,1088.91
145,111,11,2.3,2.99,25.3,32.89
181,959,9,22.61,39.87,203.49,358.83
1541,64,2,43.95,56.99,87.9,113.98
2275,72,14,13.89,15.99,194.46,223.86
808,11,5,29.94,54.27,149.7,271.35
1837,993,2,89.1,150.99,178.2,301.98
309,915,11,68.57,82,754.27,902
1335,88,12,74.07,102.99,888.84,1235.88
1169,86,1,14.71,32.89,14.71,32.89
1308,292,13,27.12,35,352.56,455
1796,91,11,39.94,47,439.34,517
248,648,4,66.95,104,267.8,416
1876,664,13,41.9,46,544.7,598
954,185,11,43.62,76.99,479.82,846.89
10,185,5,43.62,76.99,218.1,384.95
2545,147,5,6.63,11.99,33.15,59.95
1071,842,13,70.3,133,913.9,1729
1342,977,14,83.55,137.99,1169.7,1931.86
2962,817,3,42.17,72.99,126.51,218.97
562,366,4,29.78,46.99,119.12,187.96
2901,577,10,17.94,23.99,179.4,239.9
549,416,8,40.4,64.13,323.2,513.04
1420,68,12,59.45,112,713.4,1344
729,247,9,52.56,101.99,473.04,917.91
1961,682,10,8.34,11.99,83.4,119.9
1925,517,5,38.74,49.99,193.7,249.95
423,782,8,34.41,51.99,275.28,415.92
2888,761,5,38.86,61.99,194.3,309.95
1054,741,2,35.36,36.99,70.72,73.98
1088,798,1,38.72,44.04,38.72,44.04
556,125,5,48.52,173.7,242.6,868.5
1155,419,3,64.51,106,193.53,318
828,709,6,2.6,4,15.6,24
2432,703,12,55.07,100.99,660.84,1211.88
128,757,14,12.01,16.99,168.14,237.86
2025,137,3,14.62,20.99,43.86,62.97
1258,948,3,92.14,147.99,276.42,443.97
2789,45,12,37.32,65.41,447.84,784.92
1202,32,11,53.13,96,584.43,1056
1005,93,7,24.33,29.99,170.31,209.93
1570,182,6,55.58,83.99,333.48,503.94
168,641,5,92.72,98.99,463.6,494.95
292,117,7,98.02,144.99,686.14,1014.93
233,479,12,17.55,21,210.6,252
1605,306,2,41.24,45.99,82.48,91.98
2763,16,10,80.79,107.99,807.9,1079.9
1052,665,11,28.75,68.27,316.25,750.97
2953,555,7,79.63,137.99,557.41,965.93
271,672,9,27.48,93.83,247.32,844.47
1104,514,2,97.73,262.77,195.46,525.54
2162,599,1,8.64,16,8.64,16
261,835,14,48.16,65.99,674.24,923.86
1896,487,7,9.97,15.99,69.79,111.93
219,50,4,35.06,63.99,140.24,255.96
492,376,10,65.61,95.99,656.1,959.9
1672,931,11,43.43,74.99,477.73,824.89
1325,505,5,89.81,131.99,449.05,659.95
844,171,13,3.59,5.99,46.67,77.87
608,67,2,4.8,7.99,9.6,15.98
1572,246,7,12.31,18,86.17,126
2299,163,5,92.76,173,463.8,865
1640,376,3,65.61,95.99,196.83,287.97
2788,488,10,67.54,82.99,675.4,829.9
1732,989,14,58.2,95.85,814.8,1341.9
178,675,12,3.95,6,47.4,72
2950,449,2,69.97,118.38,139.94,236.76
735,739,10,28.3,52.86,283,528.6
1761,912,12,25.02,68.44,300.24,821.28
2791,242,11,19.66,29.99,216.26,329.89
897,300,4,90.31,142.99,361.24,571.96
1977,385,1,25.63,48,25.63,48
947,561,11,14.46,24.99,159.06,274.89
1702,469,8,25.11,25.99,200.88,207.92
468,114,4,5.1,11.82,20.4,47.28
2538,198,1,97.09,122.52,97.09,122.52
1792,935,6,18.06,21,108.36,126
2060,360,12,56.68,87.99,680.16,1055.88
458,505,13,89.81,203.57,1167.53,2646.41
4,760,8,88.51,100.99,708.08,807.92
1192,595,1,4.26,5.99,4.26,5.99
2247,143,10,21.54,39.99,215.4,399.9
101,372,2,96.29,183.99,192.58,367.98
2994,377,1,52.17,54,52.17,54
833,279,3,55.57,94.88,166.71,284.64
2267,266,3,4.12,5.99,12.36,17.97
2694,203,3,68.91,112.99,206.73,338.97
1703,290,5,68.94,115.99,344.7,579.95
1112,868,3,47.36,52.99,142.08,158.97
655,309,8,96.23,133.99,769.84,1071.92
1053,349,4,45.15,54.99,180.6,219.96
2670,722,4,4.06,5.99,16.24,23.96
1349,605,9,49.8,80.99,448.2,728.91
2849,548,12,24.29,35,291.48,420
812,169,12,59.08,84,708.96,1008
114,126,12,91.52,212.52,1098.24,2550.24
2018,441,13,7.88,12.99,102.44,168.87
2460,1000,14,19.8,28.99,277.2,405.86
598,319,8,8.01,13.99,64.08,111.92
1909,368,6,45.99,60.99,275.94,365.94
496,49,3,22.12,59.79,66.36,179.37
2923,83,12,46.29,50.99,555.48,611.88
931,723,12,53.48,60.99,641.76,731.88
2652,836,1,46.41,77.99,46.41,77.99
1378,295,9,61.89,73.99,557.01,665.91
1978,791,1,54.05,54.99,54.05,54.99
1594,158,11,13.79,17,151.69,187
989,444,9,38.82,80.11,349.38,720.99
93,463,1,86.52,171.99,86.52,171.99
812,766,3,17.77,19.99,53.31,59.97
2204,863,13,68.4,111,889.2,1443
728,930,6,30.19,49.99,181.14,299.94
242,264,2,39.57,104.28,79.14,208.56
1378,337,13,97.3,104.99,1264.9,1364.87
1685,272,2,77.33,139.99,154.66,279.98
2145,531,2,81.77,130,163.54,260
2836,744,8,5.21,6.99,41.68,55.92
529,660,12,36.55,83.05,438.6,996.6
523,750,9,53.72,61.99,483.48,557.91
175,59,13,13.76,25,178.88,325
197,329,8,51.56,61.99,412.48,495.92
2302,782,11,34.41,51.99,378.51,571.89
904,400,1,85.81,153.84,85.81,153.84
1855,403,6,76.6,126.63,459.6,759.78
1857,83,11,46.29,50.99,509.19,560.89
1328,449,3,69.97,76,209.91,228
1024,618,8,68.56,101.99,548.48,815.92
82,573,6,7.6,9,45.6,54
1716,144,10,82.35,157.99,823.5,1579.9
1210,601,5,30.78,43.99,153.9,219.95
131,973,11,69.79,99.99,767.69,1099.89
2677,797,1,18.89,19.99,18.89,19.99
1078,407,9,83.74,158,753.66,1422
54,600,4,66.15,123.99,264.6,495.96
965,410,9,29.09,38,261.81,342
839,874,5,6.48,6.99,32.4,34.95
1935,1,6,20.56,38.99,123.36,233.94
239,9,11,94.08,198.92,1034.88,2188.12
2739,823,12,87.97,116.99,1055.64,1403.88
1082,88,14,74.07,102.99,1036.98,1441.86
1405,788,14,75.67,98.92,1059.38,1384.88
1146,353,7,87.74,141.96,614.18,993.72
2087,8,9,51.55,54,463.95,486
1940,576,8,15.17,28.99,121.36,231.92
259,94,4,56.65,61.99,226.6,247.96
2731,653,11,24.9,28.99,273.9,318.89
2633,143,4,21.54,75.41,86.16,301.64
1030,769,11,10.46,19.05,115.06,209.55
36,128,10,29.51,41.99,295.1,419.9
61,261,10,96.5,353.83,965,3538.3
1877,206,14,34.63,45.99,484.82,643.86
2758,755,1,19.57,23.99,19.57,23.99
2402,47,13,94.89,174.99,1233.57,2274.87
2025,302,3,74,122.99,222,368.97
1561,153,12,33.14,36,397.68,432
1378,112,14,84.76,165.99,1186.64,2323.86
1184,773,6,40.06,75,240.36,450
2493,574,11,45.76,60.99,503.36,670.89
2156,590,2,40.26,61.99,80.52,123.98
890,918,13,97.29,143.99,1264.77,1871.87
2482,45,9,37.32,69.15,335.88,622.35
2480,953,4,47.76,122.51,191.04,490.04
910,891,14,55.36,61.99,775.04,867.86
73,575,9,77.02,109.99,693.18,989.91
1571,927,13,88.35,149.99,1148.55,1949.87
1455,217,12,74.07,130,888.84,1560
2611,646,8,49.95,52.99,399.6,423.92
1903,78,5,35.94,107.43,179.7,537.15
1426,691,14,76.17,88,1066.38,1232
2323,889,2,3.04,3.99,6.08,7.98
522,321,2,69.98,91,139.96,182
60,40,8,65.22,70.99,521.76,567.92
1901,37,12,4.06,5.99,48.72,71.88
2722,802,9,55.77,104,501.93,936
539,311,5,48.33,66,241.65,330
1021,117,4,98.02,144.99,392.08,579.96
140,263,11,37.74,49.99,415.14,549.89
2355,170,9,99.11,172,891.99,1548
2461,546,8,95.02,183,760.16,1464
2013,573,8,7.6,9,60.8,72
580,739,1,28.3,90.81,28.3,90.81
1567,909,8,13.93,41.75,111.44,334
947,858,8,45.2,49.99,361.6,399.92
2343,889,11,3.04,3.99,33.44,43.89
1971,943,2,4.09,6.99,8.18,13.98
2649,395,9,25.08,29,225.72,261
2608,977,13,83.55,137.99,1086.15,1793.87
2485,70,7,76.21,131.99,533.47,923.93
212,166,4,99.75,334.52,399,1338.08
2296,526,9,7.39,10,66.51,90
1508,851,3,81.91,161,245.73,483
1516,544,12,40.88,68,490.56,816
336,253,13,74.18,96.99,964.34,1260.87
1385,483,6,40.83,81.91,244.98,491.46
1813,689,7,72.22,83.99,505.54,587.93
1825,911,13,11.18,18.99,145.34,246.87
161,459,10,35.77,68.99,357.7,689.9
40,613,10,9.68,15.99,96.8,159.9
104,38,11,41.3,43.99,454.3,483.89
1599,330,3,16.37,40.58,49.11,121.74
2309,458,14,41.31,92.05,578.34,1288.7
2152,296,14,62.27,156.03,871.78,2184.42
1010,898,2,37.52,113.94,75.04,227.88
726,329,11,51.56,61.99,567.16,681.89
579,224,12,86.65,117.99,1039.8,1415.88
2951,823,6,87.97,116.99,527.82,701.94
2422,995,11,82.91,267.54,912.01,2942.94
1321,970,1,9.53,10.99,9.53,10.99
413,718,14,58.57,114.44,819.98,1602.16
1884,77,10,51.27,102.56,512.7,1025.6
2474,100,7,22.2,60.39,155.4,422.73
1081,703,6,55.07,182.53,330.42,1095.18
2056,738,4,14.73,21,58.92,84
2096,227,4,5.99,9.99,23.96,39.96
2632,228,8,31.66,48,253.28,384
240,668,5,30.06,72.39,150.3,361.95
1061,904,2,81.98,155.99,163.96,311.98
49,648,6,66.95,201.34,401.7,1208.04
2017,567,12,28.52,34.99,342.24,419.88
1293,123,12,21.77,58.83,261.24,705.96
203,649,1,97.63,185.99,97.63,185.99
1741,679,14,15.6,44,218.4,616
1183,391,6,94.38,131,566.28,786
185,504,7,82.94,99,580.58,693
2719,11,9,29.94,38.99,269.46,350.91
1864,788,12,75.67,76.99,908.04,923.88
2113,49,4,22.12,36.99,88.48,147.96
1437,106,3,35.6,63,106.8,189
2753,408,14,99.2,168.99,1388.8,2365.86
1886,452,6,29.23,49.99,175.38,299.94
2614,121,8,18.03,19.99,144.24,159.92
1803,619,5,34.66,76.24,173.3,381.2
117,247,6,52.56,101.99,315.36,611.94
2744,667,7,55.17,82.99,386.19,580.93
1935,99,8,4.44,6,35.52,48
2118,584,5,86.93,132.99,434.65,664.95
2201,987,10,97.09,257.81,970.9,2578.1
636,157,11,94.82,116.99,1043.02,1286.89
177,892,2,4.25,11.07,8.5,22.14
2405,452,5,29.23,49.99,146.15,249.95
2943,855,6,52.47,53,314.82,318
9,276,12,85.11,168,1021.32,2016
784,664,4,41.9,46,167.6,184
2286,2,11,39.08,65.99,429.88,725.89
2917,694,9,41.37,64,372.33,576
2099,415,8,27.59,46.99,220.72,375.92
2212,647,10,36.76,72,367.6,720
597,140,7,24.29,31,170.03,217
1476,744,13,5.21,11.19,67.73,145.47
2004,130,8,34.95,65,279.6,520
2772,933,12,48.78,120.8,585.36,1449.6
1502,607,14,39.5,70,553,980
996,219,4,80.45,128,321.8,512
240,582,3,3.3,6.68,9.9,20.04
2370,332,5,26.33,65.57,131.65,327.85
775,952,9,65.49,194.19,589.41,1747.71
453,192,11,7.18,10.12,78.98,111.32
306,739,2,28.3,47,56.6,94
1702,293,12,69.48,107,833.76,1284
2166,406,2,35.13,50.99,70.26,101.98
2119,10,5,54.96,91.25,274.8,456.25
580,459,11,35.77,68.99,393.47,758.89
61,658,12,18.2,41.29,218.4,495.48
2218,862,14,35.63,96.57,498.82,1351.98
1341,75,5,99.79,182.99,498.95,914.95
1897,888,1,15.17,15.99,15.17,15.99
975,64,12,43.95,56.99,527.4,683.88
236,505,5,89.81,131.99,449.05,659.95
1864,130,2,34.95,65,69.9,130
2264,116,4,91.54,154.99,366.16,619.96
525,387,8,30.94,46.99,247.52,375.92
1741,473,6,42.99,125.76,257.94,754.56
1625,617,3,44.24,50.99,132.72,152.97
2717,613,6,9.68,15.99,58.08,95.94
302,509,4,67.59,108.99,270.36,435.96
1333,46,7,13.3,23,93.1,161
159,189,5,64.9,175.6,324.5,878
1755,666,3,51.19,60.99,153.57,182.97
475,634,6,56.95,65.99,341.7,395.94
2023,585,3,7.23,11.74,21.69,35.22
2902,375,3,21.45,21.99,64.35,65.97
2802,142,6,78.12,128,468.72,768
704,660,5,36.55,49.99,182.75,249.95
889,234,7,74.81,89.99,523.67,629.93
2179,852,2,76.22,82.99,152.44,165.98
711,750,11,53.72,113.55,590.92,1249.05
1154,291,2,97.74,184.99,195.48,369.98
506,592,10,97.77,335.31,977.7,3353.1
1324,111,11,2.3,3.55,25.3,39.05
2399,453,8,2.3,2.99,18.4,23.92
2295,436,9,35.88,70,322.92,630
265,918,14,97.29,143.99,1362.06,2015.86
582,998,2,99.07,114.99,198.14,229.98
1606,249,3,46.22,48.99,138.66,146.97
2664,250,9,77.7,220.96,699.3,1988.64
2745,394,5,33.13,41.99,165.65,209.95
964,219,3,80.45,231.16,241.35,693.48
2140,993,6,89.1,150.99,534.6,905.94
699,251,6,99.7,128.1,598.2,768.6
186,820,7,48.77,53.99,341.39,377.93
369,226,10,69.33,192.17,693.3,1921.7
781,944,6,20.99,30.99,125.94,185.94
2445,953,6,47.76,82,286.56,492
1930,387,6,30.94,46.99,185.64,281.94
607,683,1,48.07,58,48.07,58
424,172,2,80,121,160,242
1511,220,9,11.04,23.96,99.36,215.64
2904,275,13,22.67,32.99,294.71,428.87
2367,320,5,62.57,70,312.85,350
296,268,14,2.77,6.78,38.78,94.92
454,517,6,38.74,59.91,232.44,359.46
505,973,3,69.79,99.99,209.37,299.97
1572,532,11,32.28,44.99,355.08,494.89
1460,777,14,36.96,38.99,517.44,545.86
1344,683,3,48.07,58,144.21,174
1993,244,12,64.41,91.99,772.92,1103.88
992,117,7,98.02,144.99,686.14,1014.93
132,137,7,14.62,27.23,102.34,190.61
315,847,12,68.98,82.99,827.76,995.88
831,674,8,36.44,62,291.52,496
1225,747,8,39.78,62.99,318.24,503.92
2464,839,2,30.32,32.99,60.64,65.98
724,714,3,57.64,86.99,172.92,260.97
58,980,12,61.41,119.04,736.92,1428.48
2873,955,4,85.02,216.75,340.08,867
1203,347,14,56.75,78.36,794.5,1097.04
476,117,6,98.02,144.99,588.12,869.94
719,408,12,99.2,168.99,1190.4,2027.88
2778,213,1,12.46,16.99,12.46,16.99
1900,814,9,41.83,61.99,376.47,557.91
1218,653,6,24.9,30.09,149.4,180.54
1372,349,11,45.15,54.99,496.65,604.89
613,106,4,35.6,63,142.4,252
2589,761,3,38.86,61.99,116.58,185.97
2188,590,1,40.26,61.99,40.26,61.99
2438,857,2,20.67,22,41.34,44
1560,6,3,43.65,52.99,130.95,158.97
1603,875,10,53.31,76.99,533.1,769.9
2550,175,11,23.95,28.99,263.45,318.89
2371,92,7,57.84,60.99,404.88,426.93
374,645,4,56.38,138.21,225.52,552.84
481,612,14,20.02,26,280.28,364
973,788,1,75.67,76.99,75.67,76.99
1635,285,10,5.52,14.26,55.2,142.6
1753,814,10,41.83,61.99,418.3,619.9
2921,562,2,97.17,172.99,194.34,345.98
510,134,8,45.79,52,366.32,416
1648,99,11,4.44,6,48.84,66
1921,761,2,38.86,61.99,77.72,123.98
1305,152,5,67.57,74.99,337.85,374.95
987,720,13,51.52,65.99,669.76,857.87
178,615,9,84.37,87.99,759.33,791.91
108,205,5,76.95,125,384.75,625
1204,368,7,45.99,60.99,321.93,426.93
724,815,5,8.65,14,43.25,70
444,656,11,36.35,49.99,399.85,549.89
923,278,11,44.19,58.99,486.09,648.89
2980,837,1,60.84,97.1,60.84,97.1
1521,867,9,79.36,158.33,714.24,1424.97
1100,157,10,94.82,116.99,948.2,1169.9
879,242,13,19.66,29.99,255.58,389.87
